การตกแต่ง,กล้าหาญ,0.75
ศตวรรษ,ปี,7.3
ศตวรรษ,ชาติ,2.65
ล่าช้า,การเหยียดเชื้อชาติ,0.5
ล่าช้า,ข่าว,3.3
รัฐมนตรี,พรรค,7.1
สันติภาพ,แผน,3.95
ส่วนน้อย,สันติภาพ,1.9
ความพยายาม,สันติภาพ,2.5
รัฐบาล,วิกฤตการณ์,4.9
การเคลื่อนกำลังพล,การออกจาก,7.55
การเคลื่อนกำลังพล,การถอน,6.65
พลังงาน,ช่วงวิกฤต,4.3
การประกาศ,ข่าว,7.3
การประกาศ,พยายาม,2.8
โรคหลอดเลือดในสมอง,โรงพยาบาล,7.3
ความพิการ,ความตาย,4.7
เหยื่อ,ฉุกเฉิน,3.7
รักษา,การกู้คืน,6.75
วารสาร,สมาคม,3.05
แพทย์,บุคลากร,7.4
แพทย์,หนี้สิน,1.6
หนี้สิน,ประกัน,4
โรงเรียน,ศูนย์กลาง,4
เหตุผล,ความดันโลหิตสูง,1.6
เหตุผล,เกณฑ์,4.6
หนึ่งร้อย,เปอร์เซ็นต์,6.6
มหาวิทยาลัยฮาร์วาร์ด,มหาวิทยาลัยเยล,8.1
โรงพยาบาล,โครงสร้างพื้นฐาน,4.15
ตาย,แถว,1
ตาย,นักโทษ,4.1
ทนายความ,หลักฐาน,6.8
ชีวิต,ความตาย,6.6
ชีวิต,ระยะเวลาที่กำหนด,3.1
คำ,ความคล้ายคลึง,3.85
คณะกรรมการ,การแนะนำ,4.95
ผู้ปกครอง,สัมภาษณ์,2.6
กลุ่มประเทศผู้ส่งออกน้ำมัน,ประเทศ,5.1
สันติภาพ,ชั้นบรรยากาศ,0.7
สันติภาพ,ประกัน,1.1
ดินแดน,กิโลเมตร,3.85
เดินทาง,กิจกรรม,5
การแข่งขัน,ราคา,4.8
ผู้บริโภค,ความมั่นใจ,4.9
ผู้บริโภค,พลังงาน,4.15
คำถาม,สนามบิน,1.4
รถยนต์,เที่ยวบิน,3.45
สินเชื่อ,บัตร,3.9
ความน่าเชื่อถือ,ข่าวสาร,6.5
โรงแรม,การจอง,7.4
ร้านขายของชำ,เงิน,6.8
การลงทะเบียน,การเรียบเรียง,3.15
การจัดเตรียม,ที่พัก,4.3
เดือน,โรงแรม,2.8
รูปแบบ,ชนิด,6.7
การมาถึง,โรงแรม,3.8
เตียงนอน,ตู้,7.4
ตู้,เสื้อผ้า,7.7
สถานการณ์,สรุป,4.25
สถานการณ์,การแยกตัว,2.7
ความยุติธรรม,สนใจ,3.05
ทิศทาง,การรวมกัน,3.3
ถนน,ตำแหน่ง,4.45
ถนน,ถนนหลัก,8
ถนน,แนวตึก,5.2
ถนน,เด็ก,2.3
รายการ,ความใกล้ชิด,2.75
รายการ,หมวด,6.2
เซลล์,โทรศัพท์,2.95
การผลิต,การเดินด้วยเท้า,1.4
เกณฑ์มาตรฐาน,ดัชนี,5.6
สื่อมวลชน,การทำการค้า,4
สื่อมวลชน,ผลประโยชน์,5.4
เงินปันผล,การจ่ายเงิน,6.5
เงินปันผล,การคำนวณ,7.1
การคำนวณ,การคำนวณ,9.6
เงินตรา,ตลาด,6.9
กลุ่มประเทศผู้ส่งออกน้ำมัน,น้ำมัน,7.9
น้ำมัน,คลังสินค้า,5.8
การประกาศ,การผลิต,2.1
การประกาศ,การเตือน,7.8
กำไร,การเตือน,1.6
กำไร,ความสูญเสีย,2.9
สกุลเงินดอลลาร์,สกุลเงินเยน,7.9
สกุลเงินดอลลาร์,เงินชนิดเดียวกับดอลลาร์,9.2
สกุลเงินดอลลาร์,กำไร,4.55
สกุลเงินดอลลาร์,ความสูญเสีย,3.35
คอมพิวเตอร์,ซอฟต์แวร์,8.5
เครือข่าย,ฮาร์ดแวร์,7.1
โทรศัพท์,อุปกรณ์,6.9
อุปกรณ์,ผู้ผลิต,5.8
หรูหรา,รถยนต์,4.9
ห้า,เดือน,3.35
รายงาน,ได้รับ,3.9
นักลงทุน,รายได้,7
ของเหลว,น้ำ,8.6
กีฬาเบสบอล,ฤดู,3.8
เกม,ชัยชนะ,6.5
เกม,ทีม,6.1
การแข่งวิ่งมาราธอน,การแข่งวิ่งเร็วในระยะสั้น,7.1
นัดการแข่งกีฬา,ลำดับ,6.3
เกมกีฬา,เอาชนะ,6.6
เจ็ด,ลำดับ,5.85
อาหารทะเล,ทะเล,7
อาหารทะเล,อาหาร,8
อาหารทะเล,กุ้งลอปสเตอร์,8
กุ้งลอปสเตอร์,อาหาร,7.6
กุ้งลอปสเตอร์,ไวน์,5.9
อาหาร,การเตรียม,5.05
วิดีโอ,สถานที่เก็บเอกสารหรือบันทึกสำคัญ,4.4
เริ่ม,ปี,2.4
เริม,การแข่งขัน,4.2
เกม,รอบ,6.75
มวย,จำนวนยก,8
ชนะเลิศ,การแข่งขัน,6.95
การต่อสู้,การเอาชนะ,6.7
เส้น,ประกัน,1.2
วัน,ฤดูร้อน,3.25
ฤดูร้อน,ภัยแล้ง,6.75
ฤดูร้อน,ธรรมชาติ,7
วัน,รุ่งอรุณ,5.75
ธรรมชาติ,สภาพแวดล้อม,7.1
สภาพแวดล้อม,ระบบนิเวศ,7.4
ธรรมชาติ,ผู้ชาย,4.95
ผู้ชาย,ผู้หญิง,7.2
ผู้ชาย,ผู้ปกครอง,5.75
ฆาตกรรม,ฆาตกรรม,10
สบู่,อุปรากร,0.9
อุปรากร,การแสดงบนเวที,7.55
ชีวิต,บทเรียน,5.4
จดจ่อ,ชีวิต,2.05
การผลิต,กลุ่มคนงาน,7
โทรทัศน์,ฟิล์ม,6.6
คู่รัก,ทะเลาะวิวาท,5.2
คนดู,ต่อเนื่องกัน,3.1
ความเป็นไปได้,เด็กหญิง,1.5
ประชากร,การพัฒนา,5.5
จริยธรรม,สำคัญ,5.5
จริยธรรม,แต่งงาน,3.45
ประเทศเม็กซิโก,ประเทศบราซิล,8.1
เพศ,ความเท่าเทียม,7.55
ความผันแปร,ทัศนคติ,5.1
ครอบครัว,การวางแผน,5.7
อุปรากร,อุตสาหกรรม,1.3
น้ำตาล,เข้าใกล้,1.1
ฝึกฝน,สถาบัน,7.15
กระทรวง,วัฒนธรรม,5.7
ปัญหา,ท้าทาย,5.9
ขนาด,คุณสมบัติเด่น,3.05
ประเทศ,พลเมือง,7.7
ดาวเคราะห์,ประชาชน,2.15
การพัฒนา,ประเด็น,4
ประสบการณ์,ดนตรี,5.75
ดนตรี,โครงการ,4.9
กระจก,โลหะ,4.6
อลูมิเนียม,โลหะผสม,7.9
โอกาส,น่าเชื่อถือ,5.15
จัดแสดง,บันทึกสิ่งมีค่า,4.5
คอนเสิร์ต,พรสวรรค์,4.8
ดนตรีร็อค,ดนตรีแจ็ส,8
พิพิธภัณฑ์,โรงละคร,7
การสังเกต,สถาปัตยกรรม,3.8
อวกาศ,โลก,7.6
การสงวน,โลก,2.8
การเข้า,ตั๋ว,6.6
ฝนตกปรอยๆ,พายุ,5.35
ฝนตกปรอยๆ,น้ำท่วม,5.35
สภาพอากาศ,พยากรณ์,8
ความหายนะ,พื้นที่,3.1
ผู้ว่าการรัฐ,สำนักงาน,5.65
สถาปัตยกรรม,ศตวรรษ,3.85
